1	first
curvy	curviest
cushion	cushioned
cushion	cushioning
cushion	cushions
cushy	cushier
cushy	cushiest
cusp	cusps
cuss	cussed
cuss	cusses
cuss	cussing
custard	custards
custodian	custodians
custody	custodies
custom	customs
customer	customers
customisation	customisations
customise	customised
customise	customises
customise	customising
customization	customizations
customize	customized
customize	customizes
customize	customizing
cut	cuts
cut	cutting
cutaway	cutaways
cutback	cutbacks
cut-back	cut-backs
cut-down	cut-downs
cute	cuter
cute	cutest
cuticle	cuticles
cutlass	cutlasses
cutlet	cutlets
cutoff	cutoffs
cut-off	cut-offs
cutout	cutouts
cut-out	cut-outs
cutter	cutters
cut-throat	cut-throats
cutting	cuttings
cuttlefish	cuttlefishes
cuvette	cuvettes
CV	CVs
CV	CV's
cyanide	cyanides
cyanobacterium	cyanobacteria
cyanosis	cyanoses
cyc	cycs
cycad	cycads
cyclamen	cyclamens
cyclase	cyclases
cycle	cycled
cycle	cycles
cycle	cycling
cyclin	cyclins
cycling	cyclings
cyclisation	cyclisations
cyclist	cyclists
cyclodextrin	cyclodextrins
cyclohexane	cyclohexanes
cyclone	cyclones
cyclo-oxygenase	cyclo-oxygenases
cyclophosphamide	cyclophosphamides
cyclosporin	cyclosporins
cyclosporine	cyclosporines
cyclotron	cyclotrons
cygnet	cygnets
cyl	cyls
cylinder	cylinders
cymbal	cymbals
cynic	cynics
cynicism	cynicisms
cypher	cyphers
cypress	cypresses
Cypriot	Cypriots
cyst	cysts
cystatin	cystatins
cystectomy	cystectomies
cysteine	cysteines
cystitis	cystitides
cystoscopy	cystoscopies
cytarabine	cytarabines
cytochrome	cytochromes
cytokine	cytokines
cytokinesis	cytokineses
cytology	cytologies
cytomegalovirus	cytomegaloviruses
cytometry	cytometries
cytoplasm	cytoplasms
cytosine	cytosines
cytoskeleton	cytoskeletons
cytosol	cytosols
cytotoxic	cytotoxics
cytotoxicity	cytotoxicities
czar	czars
czarina	czarinas
Czech	Czechs
Czechoslovakian	Czechoslovakians
d	ds
dab	dabbed
dab	dabbing
dab	dabs
dabble	dabbled
dabble	dabbles
dabble	dabbling
dabbler	dabblers
dachshund	dachshunds
dactyl	dactyls
dad	dads
daddy	daddies
dado	dadoed
dado	dadoes
dado	dadoing
dado	dados
daemon	daemons
daffodil	daffodils
daft	dafter
daft	daftest
dagger	daggers
dago	dagos
daguerreotype	daguerreotypes
dah	dahs
dahlia	dahlias
daily	dailies
dainty	daintier
dainty	daintiest
daiquiri	daiquiris
dairy	dairies
dairymaid	dairymaids
dairyman	dairymen
dais	daises
daisy	daisies
daisywheel	daisywheels
dal	dals
dale	dales
dalliance	dalliances
dally	dallied
dally	dallies
dally	dallying
Dalmatian	Dalmatians
dalton	daltons
dam	dammed
dam	damming
dam	dams
damage	damaged
damage	damages
damage	damaging
damask	damasks
dame	dames
damn	damned
damn	damning
damn	damns
damp	damped
damp	damper
damp	dampest
damp	damping
damp	damps
dampen	dampened
dampen	dampening
dampen	dampens
dampener	dampeners
damper	dampers
dampness	dampnesses
damsel	damsels
damselfly	damselflies
damson	damsons
dance	danced
dance	dances
dance	dancing
dancer	dancers
dandelion	dandelions
dander	danders
dandruff	dandruffs
dandy	dandier
dandy	dandies
dandy	dandiest
Dane	Danes
danger	dangers
dangle	dangled
dangle	dangles
dangle	dangling
dank	danker
dank	dankest
dapple	dappled
dapple	dapples
dapple	dappling
dare	dared
dare	dares
dare	daring
daredevil	daredevils
dark	darker
dark	darkest
dark	darks
darken	darkened
darken	darkening
darken	darkens
darkie	darkies
darkroom	darkrooms
darling	darlings
darn	darned
darn	darning
darn	darns
dart	darted
dart	darting
dart	darts
dartboard	dartboards
darter	darters
dash	dashed
dash	dashes
dash	dashing
dashboard	dashboards
databank	databanks
database	databases
dataset	datasets
data-set	data-sets
date	dated
date	dates
date	dating
dateline	datelines
datum	data
datum	datums
daub	daubed
daub	daubing
daub	daubs
daughter	daughters
daughter-in-law	daughters-in-law
daunt	daunted
daunt	daunting
daunt	daunts
davit	davits
dawdle	dawdled
dawdle	dawdles
dawdle	dawdling
dawn	dawned
dawn	dawning
dawn	dawns
day	days
daydream	daydreamed
daydream	daydreaming
daydream	daydreams
day-dream	day-dreamed
day-dream	day-dreaming
day-dream	day-dreams
daylight	daylights
day-trip	day-trips
day-tripper	day-trippers
daze	dazed
daze	dazes
daze	dazing
dazzle	dazzled
dazzle	dazzles
dazzle	dazzling
db	dbs
dd	dds
D-day	D-days
ddi	ddis
deacon	deacons
deaconess	deaconesses
deactivate	deactivated
deactivate	deactivates
deactivate	deactivating
de-activate	de-activated
de-activate	de-activates
de-activate	de-activating
deactivation	deactivations
dead	deader
dead	deadest
dead	deads
deadbeat	deadbeats
deaden	deadened
deaden	deadening
deaden	deadens
deadline	deadlines
deadlock	deadlocked
deadlock	deadlocking
deadlock	deadlocks
deadly	deadlier
deadly	deadliest
deadweight	deadweights
deaf	deafer
deaf	deafest
deaf-aid	deaf-aids
deafen	deafened
deafen	deafening
deafen	deafens
deaf-mute	deaf-mutes
deafness	deafnesses
deal	dealing
deal	deals
deal	dealt
dealer	dealers
dean	deans
deanery	deaneries
dear	dearer
dear	dearest
dear	dears
dearie	dearies
dearth	dearths
deary	dearies
death	deaths
deathbed	deathbeds
death-bed	death-beds
deathly	deathlier
deathly	deathliest
death-rate	death-rates
deb	debs
debacle	debacles
debar	debarred
debar	debarring
debar	debars
debark	debarked
debark	debarking
debark	debarks
debase	debased
debase	debases
debase	debasing
debasement	debasements
debate	debated
debate	debates
debate	debating
debater	debaters
debauch	debauched
debauch	debauches
debauch	debauching
debilitate	debilitated
debilitate	debilitates
debilitate	debilitating
debility	debilities
debit	debited
debit	debiting
debit	debits
debridement	debridements
debrief	debriefed
debrief	debriefing
debrief	debriefs
debt	debts
debtor	debtors
debug	debugged
debug	debugging
debug	debugs
debunk	debunked
debunk	debunking
debunk	debunks
debut	debuted
debut	debuting
debut	debuts
début	débuts
debutante	debutantes
decade	decades
decadence	decadences
decaffeinate	decaffeinated
decaffeinate	decaffeinates
decaffeinate	decaffeinating
decal	decals
decalogue	decalogues
decamp	decamped
decamp	decamping
decamp	decamps
decant	decanted
decant	decanting
decant	decants
decanter	decanters
decapitate	decapitated
decapitate	decapitates
decapitate	decapitating
decapitation	decapitations
decarbonize	decarbonized
decarbonize	decarbonizes
decarbonize	decarbonizing
decathlon	decathlons
decay	decayed
decay	decaying
decay	decays
decease	deceased
decease	deceases
decease	deceasing
deceit	deceits
deceive	deceived
deceive	deceives
deceive	deceiving
deceiver	deceivers
decelerate	decelerated
decelerate	decelerates
decelerate	decelerating
deceleration	decelerations
December	Decembers
decency	decencies
decentralisation	decentralisations
decentralise	decentralised
decentralise	decentralises
decentralise	decentralising
decentralization	decentralizations
decentralize	decentralized
decentralize	decentralizes
decentralize	decentralizing
deception	deceptions
decibel	decibels
decide	decided
decide	decides
decide	deciding
decider	deciders
decile	deciles
decimal	decimals
decimalize	decimalized
decimalize	decimalizes
decimalize	decimalizing
decimate	decimated
decimate	decimates
decimate	decimating
decipher	deciphered
decipher	deciphering
decipher	deciphers
decision	decisions
decision-maker	decision-makers
deck	decked
deck	decking
deck	decks
deckchair	deckchairs
decker	deckers
deckhand	deckhands
declaim	declaimed
declaim	declaiming
declaim	declaims
declamation	declamations
declaration	declarations
declare	declared
declare	declares
declare	declaring
declassify	declassified
declassify	declassifies
declassify	declassifying
declension	declensions
declination	declinations
decline	declined
decline	declines
decline	declining
declivity	declivities
declutch	declutched
declutch	declutches
declutch	declutching
decoction	decoctions
decode	decoded
decode	decodes
decode	decoding
decoder	decoders
decollete	decolletes
decolonize	decolonized
decolonize	decolonizes
decolonize	decolonizing
decommission	decommissioned
decommission	decommissioning
decommission	decommissions
decompose	decomposed
decompose	decomposes
decompose	decomposing
decomposer	decomposers
decomposition	decompositions
decompress	decompressed
decompress	decompresses
decompress	decompressing
decompression	decompressions
decongestant	decongestants
deconstruct	deconstructed
deconstruct	deconstructing
deconstruct	deconstructs
deconstruction	deconstructions
deconstructionist	deconstructionists
decontaminate	decontaminated
decontaminate	decontaminates
decontaminate	decontaminating
decontamination	decontaminations
deconvolution	deconvolutions
décor	décors
decorate	decorated
decorate	decorates
decorate	decorating
decoration	decorations
decorator	decorators
decouple	decoupled
decouple	decouples
decouple	decoupling
decoy	decoyed
decoy	decoying
decoy	decoys
decrease	decreased
decrease	decreases
decrease	decreasing
decree	decreed
decree	decreeing
decree	decrees
decrement	decremented
decrement	decrementing
decrement	decrements
decriminalise	decriminalised
decriminalise	decriminalises
decriminalise	decriminalising
decry	decried
decry	decries
decry	decrying
decrypt	decrypted
decrypt	decrypting
decrypt	decrypts
decryption	decryptions
dedicate	dedicated
dedicate	dedicates
dedicate	dedicating
dedication	dedications
deduce	deduced
deduce	deduces
deduce	deducing
deduct	deducted
deduct	deducting
deduct	deducts
deductible	deductibles
deduction	deductions
deed	deeded
deed	deeding
deed	deeds
deem	deemed
deem	deeming
deem	deems
de-emphasise	de-emphasised
de-emphasise	de-emphasises
de-emphasise	de-emphasising
de-emphasize	de-emphasized
de-emphasize	de-emphasizes
de-emphasize	de-emphasizing
deep	deeper
deep	deepest
deep	deeps
deepen	deepened
deepen	deepening
deepen	deepens
deep-freeze	deep-freezed
deep-freeze	deep-freezes
deep-freeze	deep-freezing
deep-freeze	deep-froze
deep-freeze	deep-frozen
deep-fry	deep-fried
deep-fry	deep-fries
deep-fry	deep-frying
deer	deers
deerskin	deerskins
de-escalate	de-escalated
de-escalate	de-escalates
de-escalate	de-escalating
deface	defaced
deface	defaces
deface	defacing
defame	defamed
defame	defames
defame	defaming
default	defaulted
default	defaulting
default	defaults
defaulter	defaulters
defeat	defeated
defeat	defeating
defeat	defeats
defeatist	defeatists
defecate	defecated
defecate	defecates
defecate	defecating
defecation	defecations
defect	defected
defect	defecting
defect	defects
defection	defections
defective	defectives
defector	defectors
defence	defences
defend	defended
defend	defending
defend	defends
defendant	defendants
defender	defenders
defense	defenses
defer	deferred
defer	deferring
defer	defers
deferment	deferments
deferral	deferrals
defibrillation	defibrillations
defibrillator	defibrillators
deficiency	deficiencies
deficit	deficits
defile	defiled
defile	defiles
defile	defiling
defiler	defilers
define	defined
define	defines
define	defining
definition	definitions
deflate	deflated
deflate	deflates
deflate	deflating
deflation	deflations
deflator	deflators
deflect	deflected
deflect	deflecting
deflect	deflects
deflection	deflections
deflector	deflectors
deflexion	deflexions
deflower	deflowered
deflower	deflowering
deflower	deflowers
defoliant	defoliants
defoliate	defoliated
defoliate	defoliates
defoliate	defoliating
deforest	deforested
deforest	deforesting
deforest	deforests
deform	deformed
deform	deforming
deform	deforms
deformation	deformations
deformity	deformities
defragment	defragmented
defragment	defragmenting
defragment	defragments
defraud	defrauded
defraud	defrauding
defraud	defrauds
defray	defrayed
defray	defraying
defray	defrays
defrost	defrosted
defrost	defrosting
defrost	defrosts
deft	defter
deft	deftest
defuse	defused
defuse	defuses
defuse	defusing
defy	defied
defy	defies
defy	defying
deg	degs
degas	degases
degas	degassed
degas	degassing
degauss	degaussed
degauss	degausses
degauss	degaussing
degeneracy	degeneracies
degenerate	degenerated
degenerate	degenerates
degenerate	degenerating
degeneration	degenerations
degradation	degradations
degrade	degraded
degrade	degrades
degrade	degrading
degrease	degreased
degrease	degreases
degrease	degreasing
degree	degrees
degu	degus
dehumanise	dehumanised
dehumanise	dehumanises
dehumanise	dehumanising
dehumanize	dehumanized
dehumanize	dehumanizes
dehumanize	dehumanizing
dehumidifier	dehumidifiers
dehumidify	dehumidified
dehumidify	dehumidifies
dehumidify	dehumidifying
dehydrate	dehydrated
dehydrate	dehydrates
dehydrate	dehydrating
dehydration	dehydrations
dehydrogenase	dehydrogenases
de-ice	de-iced
de-ice	de-ices
de-ice	de-icing
de-icer	de-icers
deify	deified
deify	deifies
deify	deifying
deign	deigned
deign	deigning
deign	deigns
deist	deists
deity	deities
deject	dejected
deject	dejecting
deject	dejects
dejection	dejections
del	dels
delaminate	delaminated
delaminate	delaminates
delaminate	delaminating
delamination	delaminations
delay	delayed
delay	delaying
delay	delays
delegate	delegated
delegate	delegates
delegate	delegating
delegation	delegations
delete	deleted
delete	deletes
delete	deleting
deletion	deletions
deli	delis
deliberate	deliberated
deliberate	deliberates
deliberate	deliberating
